sample,participant,scenario,wz,obs_T,fut_T,t_anchor,t_min,t_max,n_seg_frames,n_gaze_rows,seg_dir,gaze_file,split
P33_S4_curve_WZ3_s0031,P33,S4_curve,3,10,25,1773329529.779,1773329527.979,1773329534.779,66,68,aligned\P33_S4_curve_WZ3_s0031\seg,aligned\P33_S4_curve_WZ3_s0031\gaze.csv,train
P33_S4_curve_WZ3_s0032,P33,S4_curve,3,10,25,1773329529.979,1773329528.179,1773329534.979,65,68,aligned\P33_S4_curve_WZ3_s0032\seg,aligned\P33_S4_curve_WZ3_s0032\gaze.csv,train
P33_S4_curve_WZ3_s0033,P33,S4_curve,3,10,25,1773329530.179,1773329528.379,1773329535.179,67,68,aligned\P33_S4_curve_WZ3_s0033\seg,aligned\P33_S4_curve_WZ3_s0033\gaze.csv,train
P33_S4_curve_WZ3_s0034,P33,S4_curve,3,10,25,1773329530.379,1773329528.579,1773329535.379,67,69,aligned\P33_S4_curve_WZ3_s0034\seg,aligned\P33_S4_curve_WZ3_s0034\gaze.csv,train
P33_S4_curve_WZ3_s0035,P33,S4_curve,3,10,25,1773329530.579,1773329528.779,1773329535.579,66,69,aligned\P33_S4_curve_WZ3_s0035\seg,aligned\P33_S4_curve_WZ3_s0035\gaze.csv,train
P33_S4_curve_WZ3_s0036,P33,S4_curve,3,10,25,1773329530.779,1773329528.979,1773329535.779,66,68,aligned\P33_S4_curve_WZ3_s0036\seg,aligned\P33_S4_curve_WZ3_s0036\gaze.csv,train
P33_S4_curve_WZ3_s0037,P33,S4_curve,3,10,25,1773329530.979,1773329529.179,1773329535.979,66,69,aligned\P33_S4_curve_WZ3_s0037\seg,aligned\P33_S4_curve_WZ3_s0037\gaze.csv,train
P33_S4_curve_WZ3_s0038,P33,S4_curve,3,10,25,1773329531.179,1773329529.379,1773329536.179,65,68,aligned\P33_S4_curve_WZ3_s0038\seg,aligned\P33_S4_curve_WZ3_s0038\gaze.csv,train
P33_S4_curve_WZ3_s0039,P33,S4_curve,3,10,25,1773329531.379,1773329529.579,1773329536.379,65,68,aligned\P33_S4_curve_WZ3_s0039\seg,aligned\P33_S4_curve_WZ3_s0039\gaze.csv,train
P33_S4_curve_WZ3_s0040,P33,S4_curve,3,10,25,1773329531.579,1773329529.779,1773329536.579,66,68,aligned\P33_S4_curve_WZ3_s0040\seg,aligned\P33_S4_curve_WZ3_s0040\gaze.csv,train
P33_S4_curve_WZ3_s0041,P33,S4_curve,3,10,25,1773329531.779,1773329529.979,1773329536.779,66,69,aligned\P33_S4_curve_WZ3_s0041\seg,aligned\P33_S4_curve_WZ3_s0041\gaze.csv,train
P33_S5_nighttime_WZ3_s0000,P33,S5_nighttime,3,10,25,1773329034.967,1773329033.167,1773329039.967,68,69,aligned\P33_S5_nighttime_WZ3_s0000\seg,aligned\P33_S5_nighttime_WZ3_s0000\gaze.csv,train
P33_S5_nighttime_WZ3_s0001,P33,S5_nighttime,3,10,25,1773329035.167,1773329033.367,1773329040.167,68,68,aligned\P33_S5_nighttime_WZ3_s0001\seg,aligned\P33_S5_nighttime_WZ3_s0001\gaze.csv,train
P33_S5_nighttime_WZ3_s0002,P33,S5_nighttime,3,10,25,1773329035.367,1773329033.567,1773329040.367,68,68,aligned\P33_S5_nighttime_WZ3_s0002\seg,aligned\P33_S5_nighttime_WZ3_s0002\gaze.csv,train
P33_S5_nighttime_WZ3_s0003,P33,S5_nighttime,3,10,25,1773329035.567,1773329033.767,1773329040.567,68,67,aligned\P33_S5_nighttime_WZ3_s0003\seg,aligned\P33_S5_nighttime_WZ3_s0003\gaze.csv,train
P33_S5_nighttime_WZ3_s0004,P33,S5_nighttime,3,10,25,1773329035.767,1773329033.967,1773329040.767,68,69,aligned\P33_S5_nighttime_WZ3_s0004\seg,aligned\P33_S5_nighttime_WZ3_s0004\gaze.csv,train
P33_S5_nighttime_WZ3_s0005,P33,S5_nighttime,3,10,25,1773329035.967,1773329034.167,1773329040.967,68,69,aligned\P33_S5_nighttime_WZ3_s0005\seg,aligned\P33_S5_nighttime_WZ3_s0005\gaze.csv,train
P33_S5_nighttime_WZ3_s0006,P33,S5_nighttime,3,10,25,1773329036.167,1773329034.367,1773329041.167,68,68,aligned\P33_S5_nighttime_WZ3_s0006\seg,aligned\P33_S5_nighttime_WZ3_s0006\gaze.csv,train
P33_S5_nighttime_WZ3_s0007,P33,S5_nighttime,3,10,25,1773329036.367,1773329034.567,1773329041.367,68,69,aligned\P33_S5_nighttime_WZ3_s0007\seg,aligned\P33_S5_nighttime_WZ3_s0007\gaze.csv,train
P33_S5_nighttime_WZ3_s0008,P33,S5_nighttime,3,10,25,1773329036.567,1773329034.767,1773329041.567,68,68,aligned\P33_S5_nighttime_WZ3_s0008\seg,aligned\P33_S5_nighttime_WZ3_s0008\gaze.csv,train
P33_S5_nighttime_WZ3_s0009,P33,S5_nighttime,3,10,25,1773329036.767,1773329034.967,1773329041.767,67,68,aligned\P33_S5_nighttime_WZ3_s0009\seg,aligned\P33_S5_nighttime_WZ3_s0009\gaze.csv,train
P33_S5_nighttime_WZ3_s0010,P33,S5_nighttime,3,10,25,1773329036.967,1773329035.167,1773329041.967,67,68,aligned\P33_S5_nighttime_WZ3_s0010\seg,aligned\P33_S5_nighttime_WZ3_s0010\gaze.csv,train
P33_S5_nighttime_WZ3_s0011,P33,S5_nighttime,3,10,25,1773329037.167,1773329035.367,1773329042.167,67,69,aligned\P33_S5_nighttime_WZ3_s0011\seg,aligned\P33_S5_nighttime_WZ3_s0011\gaze.csv,train
P33_S5_nighttime_WZ3_s0012,P33,S5_nighttime,3,10,25,1773329037.367,1773329035.567,1773329042.367,67,68,aligned\P33_S5_nighttime_WZ3_s0012\seg,aligned\P33_S5_nighttime_WZ3_s0012\gaze.csv,train
P33_S5_nighttime_WZ3_s0013,P33,S5_nighttime,3,10,25,1773329037.567,1773329035.767,1773329042.567,67,68,aligned\P33_S5_nighttime_WZ3_s0013\seg,aligned\P33_S5_nighttime_WZ3_s0013\gaze.csv,train
P33_S5_nighttime_WZ3_s0014,P33,S5_nighttime,3,10,25,1773329037.767,1773329035.967,1773329042.767,67,68,aligned\P33_S5_nighttime_WZ3_s0014\seg,aligned\P33_S5_nighttime_WZ3_s0014\gaze.csv,train
P33_S5_nighttime_WZ3_s0015,P33,S5_nighttime,3,10,25,1773329037.967,1773329036.167,1773329042.967,67,69,aligned\P33_S5_nighttime_WZ3_s0015\seg,aligned\P33_S5_nighttime_WZ3_s0015\gaze.csv,train
P33_S5_nighttime_WZ3_s0016,P33,S5_nighttime,3,10,25,1773329038.167,1773329036.367,1773329043.167,67,68,aligned\P33_S5_nighttime_WZ3_s0016\seg,aligned\P33_S5_nighttime_WZ3_s0016\gaze.csv,train
P33_S5_nighttime_WZ3_s0017,P33,S5_nighttime,3,10,25,1773329038.367,1773329036.567,1773329043.367,67,68,aligned\P33_S5_nighttime_WZ3_s0017\seg,aligned\P33_S5_nighttime_WZ3_s0017\gaze.csv,train
P33_S5_nighttime_WZ3_s0018,P33,S5_nighttime,3,10,25,1773329038.567,1773329036.767,1773329043.567,67,68,aligned\P33_S5_nighttime_WZ3_s0018\seg,aligned\P33_S5_nighttime_WZ3_s0018\gaze.csv,train
P33_S5_nighttime_WZ3_s0019,P33,S5_nighttime,3,10,25,1773329038.767,1773329036.967,1773329043.767,67,69,aligned\P33_S5_nighttime_WZ3_s0019\seg,aligned\P33_S5_nighttime_WZ3_s0019\gaze.csv,train
P33_S5_nighttime_WZ3_s0020,P33,S5_nighttime,3,10,25,1773329038.967,1773329037.167,1773329043.967,67,69,aligned\P33_S5_nighttime_WZ3_s0020\seg,aligned\P33_S5_nighttime_WZ3_s0020\gaze.csv,train
P33_S5_nighttime_WZ3_s0021,P33,S5_nighttime,3,10,25,1773329039.167,1773329037.367,1773329044.167,67,68,aligned\P33_S5_nighttime_WZ3_s0021\seg,aligned\P33_S5_nighttime_WZ3_s0021\gaze.csv,train
P33_S5_nighttime_WZ3_s0022,P33,S5_nighttime,3,10,25,1773329039.367,1773329037.567,1773329044.367,67,68,aligned\P33_S5_nighttime_WZ3_s0022\seg,aligned\P33_S5_nighttime_WZ3_s0022\gaze.csv,train
P33_S5_nighttime_WZ3_s0023,P33,S5_nighttime,3,10,25,1773329039.567,1773329037.767,1773329044.567,67,68,aligned\P33_S5_nighttime_WZ3_s0023\seg,aligned\P33_S5_nighttime_WZ3_s0023\gaze.csv,train
P33_S5_nighttime_WZ3_s0024,P33,S5_nighttime,3,10,25,1773329039.767,1773329037.967,1773329044.767,67,68,aligned\P33_S5_nighttime_WZ3_s0024\seg,aligned\P33_S5_nighttime_WZ3_s0024\gaze.csv,train
P33_S5_nighttime_WZ3_s0025,P33,S5_nighttime,3,10,25,1773329039.967,1773329038.167,1773329044.967,67,68,aligned\P33_S5_nighttime_WZ3_s0025\seg,aligned\P33_S5_nighttime_WZ3_s0025\gaze.csv,train
P33_S5_nighttime_WZ3_s0026,P33,S5_nighttime,3,10,25,1773329040.167,1773329038.367,1773329045.167,67,69,aligned\P33_S5_nighttime_WZ3_s0026\seg,aligned\P33_S5_nighttime_WZ3_s0026\gaze.csv,train
P33_S5_nighttime_WZ3_s0027,P33,S5_nighttime,3,10,25,1773329040.367,1773329038.567,1773329045.367,67,68,aligned\P33_S5_nighttime_WZ3_s0027\seg,aligned\P33_S5_nighttime_WZ3_s0027\gaze.csv,train
P33_S5_nighttime_WZ3_s0028,P33,S5_nighttime,3,10,25,1773329040.567,1773329038.767,1773329045.567,67,68,aligned\P33_S5_nighttime_WZ3_s0028\seg,aligned\P33_S5_nighttime_WZ3_s0028\gaze.csv,train
P33_S5_nighttime_WZ3_s0029,P33,S5_nighttime,3,10,25,1773329040.767,1773329038.967,1773329045.767,67,68,aligned\P33_S5_nighttime_WZ3_s0029\seg,aligned\P33_S5_nighttime_WZ3_s0029\gaze.csv,train
P33_S5_nighttime_WZ3_s0030,P33,S5_nighttime,3,10,25,1773329040.967,1773329039.167,1773329045.967,67,69,aligned\P33_S5_nighttime_WZ3_s0030\seg,aligned\P33_S5_nighttime_WZ3_s0030\gaze.csv,train
P33_S5_nighttime_WZ3_s0031,P33,S5_nighttime,3,10,25,1773329041.167,1773329039.367,1773329046.167,66,68,aligned\P33_S5_nighttime_WZ3_s0031\seg,aligned\P33_S5_nighttime_WZ3_s0031\gaze.csv,train
P33_S5_nighttime_WZ3_s0032,P33,S5_nighttime,3,10,25,1773329041.367,1773329039.567,1773329046.367,66,68,aligned\P33_S5_nighttime_WZ3_s0032\seg,aligned\P33_S5_nighttime_WZ3_s0032\gaze.csv,train
P33_S5_nighttime_WZ3_s0033,P33,S5_nighttime,3,10,25,1773329041.567,1773329039.767,1773329046.567,66,68,aligned\P33_S5_nighttime_WZ3_s0033\seg,aligned\P33_S5_nighttime_WZ3_s0033\gaze.csv,train
P33_S5_nighttime_WZ3_s0034,P33,S5_nighttime,3,10,25,1773329041.767,1773329039.967,1773329046.767,66,68,aligned\P33_S5_nighttime_WZ3_s0034\seg,aligned\P33_S5_nighttime_WZ3_s0034\gaze.csv,train
P33_S5_nighttime_WZ3_s0035,P33,S5_nighttime,3,10,25,1773329041.967,1773329040.167,1773329046.967,66,69,aligned\P33_S5_nighttime_WZ3_s0035\seg,aligned\P33_S5_nighttime_WZ3_s0035\gaze.csv,train
P33_S5_nighttime_WZ3_s0036,P33,S5_nighttime,3,10,25,1773329042.167,1773329040.367,1773329047.167,66,69,aligned\P33_S5_nighttime_WZ3_s0036\seg,aligned\P33_S5_nighttime_WZ3_s0036\gaze.csv,train
P33_S5_nighttime_WZ3_s0037,P33,S5_nighttime,3,10,25,1773329042.367,1773329040.567,1773329047.367,66,69,aligned\P33_S5_nighttime_WZ3_s0037\seg,aligned\P33_S5_nighttime_WZ3_s0037\gaze.csv,train
P33_S5_nighttime_WZ3_s0038,P33,S5_nighttime,3,10,25,1773329042.567,1773329040.767,1773329047.567,66,68,aligned\P33_S5_nighttime_WZ3_s0038\seg,aligned\P33_S5_nighttime_WZ3_s0038\gaze.csv,train
P33_S5_nighttime_WZ3_s0039,P33,S5_nighttime,3,10,25,1773329042.767,1773329040.967,1773329047.767,66,69,aligned\P33_S5_nighttime_WZ3_s0039\seg,aligned\P33_S5_nighttime_WZ3_s0039\gaze.csv,train
P33_S5_nighttime_WZ3_s0040,P33,S5_nighttime,3,10,25,1773329042.967,1773329041.167,1773329047.967,66,68,aligned\P33_S5_nighttime_WZ3_s0040\seg,aligned\P33_S5_nighttime_WZ3_s0040\gaze.csv,train
P33_S5_nighttime_WZ3_s0041,P33,S5_nighttime,3,10,25,1773329043.167,1773329041.367,1773329048.167,66,69,aligned\P33_S5_nighttime_WZ3_s0041\seg,aligned\P33_S5_nighttime_WZ3_s0041\gaze.csv,train
P33_S5_nighttime_WZ3_s0042,P33,S5_nighttime,3,10,25,1773329043.367,1773329041.567,1773329048.367,66,69,aligned\P33_S5_nighttime_WZ3_s0042\seg,aligned\P33_S5_nighttime_WZ3_s0042\gaze.csv,train
P33_S5_nighttime_WZ3_s0043,P33,S5_nighttime,3,10,25,1773329043.567,1773329041.767,1773329048.567,67,68,aligned\P33_S5_nighttime_WZ3_s0043\seg,aligned\P33_S5_nighttime_WZ3_s0043\gaze.csv,train
P33_S5_nighttime_WZ3_s0044,P33,S5_nighttime,3,10,25,1773329043.767,1773329041.967,1773329048.767,67,68,aligned\P33_S5_nighttime_WZ3_s0044\seg,aligned\P33_S5_nighttime_WZ3_s0044\gaze.csv,train
P33_S5_nighttime_WZ3_s0045,P33,S5_nighttime,3,10,25,1773329043.967,1773329042.167,1773329048.967,67,69,aligned\P33_S5_nighttime_WZ3_s0045\seg,aligned\P33_S5_nighttime_WZ3_s0045\gaze.csv,train
P33_S5_nighttime_WZ3_s0046,P33,S5_nighttime,3,10,25,1773329044.167,1773329042.367,1773329049.167,67,69,aligned\P33_S5_nighttime_WZ3_s0046\seg,aligned\P33_S5_nighttime_WZ3_s0046\gaze.csv,train
P33_S6_truck_WZ3_s0000,P33,S6_truck,3,10,25,1773331182.018,1773331180.218,1773331187.018,66,68,aligned\P33_S6_truck_WZ3_s0000\seg,aligned\P33_S6_truck_WZ3_s0000\gaze.csv,train
P33_S6_truck_WZ3_s0001,P33,S6_truck,3,10,25,1773331182.218,1773331180.418,1773331187.218,66,68,aligned\P33_S6_truck_WZ3_s0001\seg,aligned\P33_S6_truck_WZ3_s0001\gaze.csv,train
P33_S6_truck_WZ3_s0002,P33,S6_truck,3,10,25,1773331182.418,1773331180.618,1773331187.418,65,67,aligned\P33_S6_truck_WZ3_s0002\seg,aligned\P33_S6_truck_WZ3_s0002\gaze.csv,train
P33_S6_truck_WZ3_s0003,P33,S6_truck,3,10,25,1773331182.618,1773331180.818,1773331187.618,65,68,aligned\P33_S6_truck_WZ3_s0003\seg,aligned\P33_S6_truck_WZ3_s0003\gaze.csv,train
P33_S6_truck_WZ3_s0004,P33,S6_truck,3,10,25,1773331182.818,1773331181.018,1773331187.818,64,68,aligned\P33_S6_truck_WZ3_s0004\seg,aligned\P33_S6_truck_WZ3_s0004\gaze.csv,train
P33_S6_truck_WZ3_s0005,P33,S6_truck,3,10,25,1773331183.018,1773331181.218,1773331188.018,64,68,aligned\P33_S6_truck_WZ3_s0005\seg,aligned\P33_S6_truck_WZ3_s0005\gaze.csv,train
P33_S6_truck_WZ3_s0006,P33,S6_truck,3,10,25,1773331183.218,1773331181.418,1773331188.218,64,68,aligned\P33_S6_truck_WZ3_s0006\seg,aligned\P33_S6_truck_WZ3_s0006\gaze.csv,train
P33_S6_truck_WZ3_s0007,P33,S6_truck,3,10,25,1773331183.418,1773331181.618,1773331188.418,64,69,aligned\P33_S6_truck_WZ3_s0007\seg,aligned\P33_S6_truck_WZ3_s0007\gaze.csv,train
P33_S6_truck_WZ3_s0008,P33,S6_truck,3,10,25,1773331183.618,1773331181.818,1773331188.618,64,68,aligned\P33_S6_truck_WZ3_s0008\seg,aligned\P33_S6_truck_WZ3_s0008\gaze.csv,train
P33_S6_truck_WZ3_s0009,P33,S6_truck,3,10,25,1773331183.818,1773331182.018,1773331188.818,64,68,aligned\P33_S6_truck_WZ3_s0009\seg,aligned\P33_S6_truck_WZ3_s0009\gaze.csv,train
P33_S6_truck_WZ3_s0010,P33,S6_truck,3,10,25,1773331184.018,1773331182.218,1773331189.018,64,68,aligned\P33_S6_truck_WZ3_s0010\seg,aligned\P33_S6_truck_WZ3_s0010\gaze.csv,train
P33_S6_truck_WZ3_s0011,P33,S6_truck,3,10,25,1773331184.218,1773331182.418,1773331189.218,64,68,aligned\P33_S6_truck_WZ3_s0011\seg,aligned\P33_S6_truck_WZ3_s0011\gaze.csv,train
P33_S6_truck_WZ3_s0012,P33,S6_truck,3,10,25,1773331184.418,1773331182.618,1773331189.418,64,68,aligned\P33_S6_truck_WZ3_s0012\seg,aligned\P33_S6_truck_WZ3_s0012\gaze.csv,train
P33_S6_truck_WZ3_s0013,P33,S6_truck,3,10,25,1773331184.618,1773331182.818,1773331189.618,64,68,aligned\P33_S6_truck_WZ3_s0013\seg,aligned\P33_S6_truck_WZ3_s0013\gaze.csv,train
P33_S6_truck_WZ3_s0014,P33,S6_truck,3,10,25,1773331184.818,1773331183.018,1773331189.818,64,67,aligned\P33_S6_truck_WZ3_s0014\seg,aligned\P33_S6_truck_WZ3_s0014\gaze.csv,train
P33_S6_truck_WZ3_s0015,P33,S6_truck,3,10,25,1773331185.018,1773331183.218,1773331190.018,64,68,aligned\P33_S6_truck_WZ3_s0015\seg,aligned\P33_S6_truck_WZ3_s0015\gaze.csv,train
P33_S6_truck_WZ3_s0016,P33,S6_truck,3,10,25,1773331185.218,1773331183.418,1773331190.218,64,68,aligned\P33_S6_truck_WZ3_s0016\seg,aligned\P33_S6_truck_WZ3_s0016\gaze.csv,train
P33_S6_truck_WZ3_s0017,P33,S6_truck,3,10,25,1773331185.418,1773331183.618,1773331190.418,64,68,aligned\P33_S6_truck_WZ3_s0017\seg,aligned\P33_S6_truck_WZ3_s0017\gaze.csv,train
P33_S6_truck_WZ3_s0018,P33,S6_truck,3,10,25,1773331185.618,1773331183.818,1773331190.618,63,68,aligned\P33_S6_truck_WZ3_s0018\seg,aligned\P33_S6_truck_WZ3_s0018\gaze.csv,train
P33_S6_truck_WZ3_s0019,P33,S6_truck,3,10,25,1773331185.818,1773331184.018,1773331190.818,63,68,aligned\P33_S6_truck_WZ3_s0019\seg,aligned\P33_S6_truck_WZ3_s0019\gaze.csv,train
P33_S6_truck_WZ3_s0020,P33,S6_truck,3,10,25,1773331186.018,1773331184.218,1773331191.018,63,68,aligned\P33_S6_truck_WZ3_s0020\seg,aligned\P33_S6_truck_WZ3_s0020\gaze.csv,train
P33_S6_truck_WZ3_s0021,P33,S6_truck,3,10,25,1773331186.218,1773331184.418,1773331191.218,64,68,aligned\P33_S6_truck_WZ3_s0021\seg,aligned\P33_S6_truck_WZ3_s0021\gaze.csv,train
P33_S6_truck_WZ3_s0022,P33,S6_truck,3,10,25,1773331186.418,1773331184.618,1773331191.418,64,69,aligned\P33_S6_truck_WZ3_s0022\seg,aligned\P33_S6_truck_WZ3_s0022\gaze.csv,train
P33_S6_truck_WZ3_s0023,P33,S6_truck,3,10,25,1773331186.618,1773331184.818,1773331191.618,63,68,aligned\P33_S6_truck_WZ3_s0023\seg,aligned\P33_S6_truck_WZ3_s0023\gaze.csv,train
P33_S6_truck_WZ3_s0024,P33,S6_truck,3,10,25,1773331186.818,1773331185.018,1773331191.818,63,68,aligned\P33_S6_truck_WZ3_s0024\seg,aligned\P33_S6_truck_WZ3_s0024\gaze.csv,train
P33_S6_truck_WZ3_s0025,P33,S6_truck,3,10,25,1773331187.018,1773331185.218,1773331192.018,63,68,aligned\P33_S6_truck_WZ3_s0025\seg,aligned\P33_S6_truck_WZ3_s0025\gaze.csv,train
P33_S6_truck_WZ3_s0026,P33,S6_truck,3,10,25,1773331187.218,1773331185.418,1773331192.218,65,68,aligned\P33_S6_truck_WZ3_s0026\seg,aligned\P33_S6_truck_WZ3_s0026\gaze.csv,train
P33_S6_truck_WZ3_s0027,P33,S6_truck,3,10,25,1773331187.418,1773331185.618,1773331192.418,64,68,aligned\P33_S6_truck_WZ3_s0027\seg,aligned\P33_S6_truck_WZ3_s0027\gaze.csv,train
P33_S6_truck_WZ3_s0028,P33,S6_truck,3,10,25,1773331187.618,1773331185.818,1773331192.618,64,68,aligned\P33_S6_truck_WZ3_s0028\seg,aligned\P33_S6_truck_WZ3_s0028\gaze.csv,train
P33_S6_truck_WZ3_s0029,P33,S6_truck,3,10,25,1773331187.818,1773331186.018,1773331192.818,64,68,aligned\P33_S6_truck_WZ3_s0029\seg,aligned\P33_S6_truck_WZ3_s0029\gaze.csv,train
P33_S6_truck_WZ3_s0030,P33,S6_truck,3,10,25,1773331188.018,1773331186.218,1773331193.018,65,68,aligned\P33_S6_truck_WZ3_s0030\seg,aligned\P33_S6_truck_WZ3_s0030\gaze.csv,train
P33_S6_truck_WZ3_s0031,P33,S6_truck,3,10,25,1773331188.218,1773331186.418,1773331193.218,65,68,aligned\P33_S6_truck_WZ3_s0031\seg,aligned\P33_S6_truck_WZ3_s0031\gaze.csv,train
P33_S6_truck_WZ3_s0032,P33,S6_truck,3,10,25,1773331188.418,1773331186.618,1773331193.418,65,69,aligned\P33_S6_truck_WZ3_s0032\seg,aligned\P33_S6_truck_WZ3_s0032\gaze.csv,train
P33_S6_truck_WZ3_s0033,P33,S6_truck,3,10,25,1773331188.618,1773331186.818,1773331193.618,65,68,aligned\P33_S6_truck_WZ3_s0033\seg,aligned\P33_S6_truck_WZ3_s0033\gaze.csv,train
P33_S6_truck_WZ3_s0034,P33,S6_truck,3,10,25,1773331188.818,1773331187.018,1773331193.818,64,68,aligned\P33_S6_truck_WZ3_s0034\seg,aligned\P33_S6_truck_WZ3_s0034\gaze.csv,train
P33_S6_truck_WZ3_s0035,P33,S6_truck,3,10,25,1773331189.018,1773331187.218,1773331194.018,65,68,aligned\P33_S6_truck_WZ3_s0035\seg,aligned\P33_S6_truck_WZ3_s0035\gaze.csv,train
P33_S6_truck_WZ3_s0036,P33,S6_truck,3,10,25,1773331189.218,1773331187.418,1773331194.218,66,69,aligned\P33_S6_truck_WZ3_s0036\seg,aligned\P33_S6_truck_WZ3_s0036\gaze.csv,train
P34_S1_normal_WZ3_s0000,P34,S1_normal,3,10,25,1773416652.532,1773416650.732,1773416657.532,68,68,aligned\P34_S1_normal_WZ3_s0000\seg,aligned\P34_S1_normal_WZ3_s0000\gaze.csv,val
P34_S1_normal_WZ3_s0001,P34,S1_normal,3,10,25,1773416652.732,1773416650.932,1773416657.732,68,67,aligned\P34_S1_normal_WZ3_s0001\seg,aligned\P34_S1_normal_WZ3_s0001\gaze.csv,val
P34_S1_normal_WZ3_s0002,P34,S1_normal,3,10,25,1773416652.932,1773416651.132,1773416657.932,68,68,aligned\P34_S1_normal_WZ3_s0002\seg,aligned\P34_S1_normal_WZ3_s0002\gaze.csv,val
P34_S1_normal_WZ3_s0003,P34,S1_normal,3,10,25,1773416653.132,1773416651.332,1773416658.132,68,69,aligned\P34_S1_normal_WZ3_s0003\seg,aligned\P34_S1_normal_WZ3_s0003\gaze.csv,val
P34_S1_normal_WZ3_s0004,P34,S1_normal,3,10,25,1773416653.332,1773416651.532,1773416658.332,68,69,aligned\P34_S1_normal_WZ3_s0004\seg,aligned\P34_S1_normal_WZ3_s0004\gaze.csv,val
P34_S1_normal_WZ3_s0005,P34,S1_normal,3,10,25,1773416653.532,1773416651.732,1773416658.532,68,68,aligned\P34_S1_normal_WZ3_s0005\seg,aligned\P34_S1_normal_WZ3_s0005\gaze.csv,val
P34_S1_normal_WZ3_s0006,P34,S1_normal,3,10,25,1773416653.732,1773416651.932,1773416658.732,68,68,aligned\P34_S1_normal_WZ3_s0006\seg,aligned\P34_S1_normal_WZ3_s0006\gaze.csv,val
P34_S1_normal_WZ3_s0007,P34,S1_normal,3,10,25,1773416653.932,1773416652.132,1773416658.932,68,68,aligned\P34_S1_normal_WZ3_s0007\seg,aligned\P34_S1_normal_WZ3_s0007\gaze.csv,val
P34_S1_normal_WZ3_s0008,P34,S1_normal,3,10,25,1773416654.132,1773416652.332,1773416659.132,68,68,aligned\P34_S1_normal_WZ3_s0008\seg,aligned\P34_S1_normal_WZ3_s0008\gaze.csv,val
P34_S1_normal_WZ3_s0009,P34,S1_normal,3,10,25,1773416654.332,1773416652.532,1773416659.332,68,69,aligned\P34_S1_normal_WZ3_s0009\seg,aligned\P34_S1_normal_WZ3_s0009\gaze.csv,val
P34_S1_normal_WZ3_s0010,P34,S1_normal,3,10,25,1773416654.532,1773416652.732,1773416659.532,68,69,aligned\P34_S1_normal_WZ3_s0010\seg,aligned\P34_S1_normal_WZ3_s0010\gaze.csv,val
P34_S1_normal_WZ3_s0011,P34,S1_normal,3,10,25,1773416654.732,1773416652.932,1773416659.732,67,67,aligned\P34_S1_normal_WZ3_s0011\seg,aligned\P34_S1_normal_WZ3_s0011\gaze.csv,val
P34_S1_normal_WZ3_s0012,P34,S1_normal,3,10,25,1773416654.932,1773416653.132,1773416659.932,67,68,aligned\P34_S1_normal_WZ3_s0012\seg,aligned\P34_S1_normal_WZ3_s0012\gaze.csv,val
P34_S1_normal_WZ3_s0013,P34,S1_normal,3,10,25,1773416655.132,1773416653.332,1773416660.132,67,69,aligned\P34_S1_normal_WZ3_s0013\seg,aligned\P34_S1_normal_WZ3_s0013\gaze.csv,val
P34_S1_normal_WZ3_s0014,P34,S1_normal,3,10,25,1773416655.332,1773416653.532,1773416660.332,67,68,aligned\P34_S1_normal_WZ3_s0014\seg,aligned\P34_S1_normal_WZ3_s0014\gaze.csv,val
P34_S1_normal_WZ3_s0015,P34,S1_normal,3,10,25,1773416655.532,1773416653.732,1773416660.532,67,68,aligned\P34_S1_normal_WZ3_s0015\seg,aligned\P34_S1_normal_WZ3_s0015\gaze.csv,val
P34_S1_normal_WZ3_s0016,P34,S1_normal,3,10,25,1773416655.732,1773416653.932,1773416660.732,67,68,aligned\P34_S1_normal_WZ3_s0016\seg,aligned\P34_S1_normal_WZ3_s0016\gaze.csv,val
P34_S2_noWarning_WZ3_s0000,P34,S2_noWarning,3,10,25,1773416311.259,1773416309.459,1773416316.259,55,69,aligned\P34_S2_noWarning_WZ3_s0000\seg,aligned\P34_S2_noWarning_WZ3_s0000\gaze.csv,val
P34_S2_noWarning_WZ3_s0001,P34,S2_noWarning,3,10,25,1773416311.459,1773416309.659,1773416316.459,56,68,aligned\P34_S2_noWarning_WZ3_s0001\seg,aligned\P34_S2_noWarning_WZ3_s0001\gaze.csv,val
P34_S2_noWarning_WZ3_s0002,P34,S2_noWarning,3,10,25,1773416311.659,1773416309.859,1773416316.659,56,67,aligned\P34_S2_noWarning_WZ3_s0002\seg,aligned\P34_S2_noWarning_WZ3_s0002\gaze.csv,val
P34_S2_noWarning_WZ3_s0003,P34,S2_noWarning,3,10,25,1773416311.859,1773416310.059,1773416316.859,56,67,aligned\P34_S2_noWarning_WZ3_s0003\seg,aligned\P34_S2_noWarning_WZ3_s0003\gaze.csv,val
P34_S2_noWarning_WZ3_s0004,P34,S2_noWarning,3,10,25,1773416312.059,1773416310.259,1773416317.059,57,68,aligned\P34_S2_noWarning_WZ3_s0004\seg,aligned\P34_S2_noWarning_WZ3_s0004\gaze.csv,val
P34_S2_noWarning_WZ3_s0005,P34,S2_noWarning,3,10,25,1773416312.259,1773416310.459,1773416317.259,57,67,aligned\P34_S2_noWarning_WZ3_s0005\seg,aligned\P34_S2_noWarning_WZ3_s0005\gaze.csv,val
